fecha,element_id,codigo,accion,slot,mensaje
2026-05-03 12:22:21,398683,P10-CCM-CMP-AC CLD-20-4,duplicado_omitido,,El código ya existe en BTZ_Description_01..80
2026-05-03 12:22:21,398683,P10-CCM-CMP-AC EXT-15-1,duplicado_omitido,,El código ya existe en BTZ_Description_01..80
2026-05-03 12:22:21,398683,P10-CCM-CMP-AC EXT-20-1,duplicado_omitido,,El código ya existe en BTZ_Description_01..80
2026-05-03 12:22:21,398683,P10-CCM-CMP-AC EXT-20-2,duplicado_omitido,,El código ya existe en BTZ_Description_01..80
2026-05-03 12:22:21,398683,P10-CCM-CMP-AC PRP-15-2,duplicado_omitido,,El código ya existe en BTZ_Description_01..80
2026-05-03 12:22:21,398683,P10-CCM-CMP-AC PRP-15-3,duplicado_omitido,,El código ya existe en BTZ_Description_01..80
﻿2026-05-03 12:24:44,380565,P10-HRN-ART-ARTVE63,agregado,BTZ_Description_05,OK
2026-05-03 12:24:44,380565,P10-HRN-LGC-REDLER,agregado,BTZ_Description_06,OK
2026-05-03 12:24:44,380565,P10-HRN-RDL-R23,agregado,BTZ_Description_07,OK
2026-05-03 12:24:44,380565,P10-HRN-RDL-R24,agregado,BTZ_Description_08,OK
2026-05-03 12:24:44,380565,P10-HRN-RDL-R25,agregado,BTZ_Description_09,OK
2026-05-03 12:24:44,380565,P10-HRN-RDL-R26,agregado,BTZ_Description_10,OK
2026-05-03 12:24:44,380565,P10-HRN-RDL-R27,agregado,BTZ_Description_11,OK
2026-05-03 12:24:44,380565,P10-HRN-RDL-R28,agregado,BTZ_Description_12,OK
2026-05-03 12:24:44,380565,P10-HRN-RDL-R29,agregado,BTZ_Description_13,OK
2026-05-03 12:24:44,380565,P10-HRN-RDL-R30,agregado,BTZ_Description_14,OK
2026-05-03 12:24:44,380565,P10-HRN-RDL-R31,agregado,BTZ_Description_15,OK
2026-05-03 12:24:44,380565,P10-HRN-RDL-R32,agregado,BTZ_Description_16,OK
2026-05-03 12:24:44,380565,P10-HRN-RSC-SF11L,agregado,BTZ_Description_17,OK
2026-05-03 12:24:44,380565,P10-HRN-RSC-SF11R,agregado,BTZ_Description_18,OK
2026-05-03 12:24:44,380565,P10-HRN-RSC-SF26,agregado,BTZ_Description_19,OK
2026-05-03 12:24:44,380565,P10-HRN-SIS-CTRAL LUB SR,agregado,BTZ_Description_20,OK
2026-05-03 12:24:44,380565,P10-HRN-TNQ-TKSR,agregado,BTZ_Description_21,OK
2026-05-03 12:24:44,380565,P10-HRN-VLV-VALV AUTREG SR,agregado,BTZ_Description_22,OK
2026-05-03 12:24:44,380565,P10-HRN-VLV-VALV SR01LP,agregado,BTZ_Description_23,OK
2026-05-03 12:24:44,380565,P10-HRN-VLV-VALV SR02LP,agregado,BTZ_Description_24,OK
2026-05-03 12:24:44,380565,P10-HRN-VLV-VSSR01,agregado,BTZ_Description_25,OK
2026-05-03 12:24:44,380565,P10-HRN-VLV-VSSR02,agregado,BTZ_Description_26,OK
﻿2026-05-03 12:26:59,398683,P10-CCM-AIR-AIRCLD 2,agregado,BTZ_Description_05,OK
2026-05-03 12:26:59,398683,P10-CCM-AIR-AIREXT 2,agregado,BTZ_Description_06,OK
2026-05-03 12:26:59,398683,P10-CCM-AIR-AIRPRP 2,agregado,BTZ_Description_07,OK
2026-05-03 12:26:59,398683,P10-CCM-CMP-AC CLD-20-1,agregado,BTZ_Description_08,OK
2026-05-03 12:26:59,398683,P10-CCM-CMP-AC CLD-20-2,agregado,BTZ_Description_09,OK
2026-05-03 12:26:59,398683,P10-CCM-CMP-AC CLD-20-3,agregado,BTZ_Description_10,OK
2026-05-03 12:26:59,398683,P10-CCM-CMP-AC CLD-20-4,agregado,BTZ_Description_11,OK
2026-05-03 12:26:59,398683,P10-CCM-CMP-AC EXT-15-1,agregado,BTZ_Description_12,OK
2026-05-03 12:26:59,398683,P10-CCM-CMP-AC EXT-20-1,agregado,BTZ_Description_13,OK
2026-05-03 12:26:59,398683,P10-CCM-CMP-AC EXT-20-2,agregado,BTZ_Description_14,OK
2026-05-03 12:26:59,398683,P10-CCM-CMP-AC PRP-15-2,agregado,BTZ_Description_15,OK
2026-05-03 12:26:59,398683,P10-CCM-CMP-AC PRP-15-3,agregado,BTZ_Description_16,OK
﻿2026-05-03 12:33:14,398339,P10-EXT-ABS-V341 ABSORV,agregado,BTZ_Description_05,OK
2026-05-03 12:33:14,398339,P10-EXT-BMB-BOEFL01,agregado,BTZ_Description_06,OK
2026-05-03 12:33:14,398339,P10-EXT-BMB-BOEFL02,agregado,BTZ_Description_07,OK
2026-05-03 12:33:14,398339,P10-EXT-BMB-BOJK,agregado,BTZ_Description_08,OK
2026-05-03 12:33:14,398339,P10-EXT-BMB-P203,agregado,BTZ_Description_09,OK
2026-05-03 12:33:14,398339,P10-EXT-BMB-P204,agregado,BTZ_Description_10,OK
2026-05-03 12:33:14,398339,P10-EXT-BMB-P205,agregado,BTZ_Description_11,OK
2026-05-03 12:33:14,398339,P10-EXT-BMB-P206,agregado,BTZ_Description_12,OK
2026-05-03 12:33:14,398339,P10-EXT-BMB-P207,agregado,BTZ_Description_13,OK
2026-05-03 12:33:14,398339,P10-EXT-BMB-P208,agregado,BTZ_Description_14,OK
2026-05-03 12:33:14,398339,P10-EXT-BMB-P209,agregado,BTZ_Description_15,OK
2026-05-03 12:33:14,398339,P10-EXT-BMB-P210,agregado,BTZ_Description_16,OK
2026-05-03 12:33:14,398339,P10-EXT-BMB-P211,agregado,BTZ_Description_17,OK
2026-05-03 12:33:14,398339,P10-EXT-BMB-P212,agregado,BTZ_Description_18,OK
2026-05-03 12:33:14,398339,P10-EXT-BMB-P213,agregado,BTZ_Description_19,OK
2026-05-03 12:33:14,398339,P10-EXT-BMB-P214,agregado,BTZ_Description_20,OK
2026-05-03 12:33:14,398339,P10-EXT-BMB-P215,agregado,BTZ_Description_21,OK
2026-05-03 12:33:14,398339,P10-EXT-BMB-P216,agregado,BTZ_Description_22,OK
2026-05-03 12:33:14,398339,P10-EXT-BMB-P217,agregado,BTZ_Description_23,OK
2026-05-03 12:33:14,398339,P10-EXT-BMB-P218,agregado,BTZ_Description_24,OK
2026-05-03 12:33:14,398339,P10-EXT-BMB-P221,agregado,BTZ_Description_25,OK
2026-05-03 12:33:14,398339,P10-EXT-BMB-P222,agregado,BTZ_Description_26,OK
2026-05-03 12:33:14,398339,P10-EXT-BMB-P342,agregado,BTZ_Description_27,OK
2026-05-03 12:33:14,398339,P10-EXT-BMB-P346,agregado,BTZ_Description_28,OK
2026-05-03 12:33:14,398339,P10-EXT-BMB-WILDEN,agregado,BTZ_Description_29,OK
2026-05-03 12:33:14,398339,P10-EXT-CLT-CLTSOLV,agregado,BTZ_Description_30,OK
2026-05-03 12:33:14,398339,P10-EXT-CLT-HX344 AC MIN,agregado,BTZ_Description_31,OK
2026-05-03 12:33:14,398339,P10-EXT-CLT-HX445 CLT SECAD,agregado,BTZ_Description_32,OK
2026-05-03 12:33:14,398339,P10-EXT-CND-HX303 COND DT,agregado,BTZ_Description_33,OK
2026-05-03 12:33:14,398339,P10-EXT-CND-HX304 EV01 ESTE,agregado,BTZ_Description_34,OK
2026-05-03 12:33:14,398339,P10-EXT-CND-HX305 EV01 OESTE,agregado,BTZ_Description_35,OK
2026-05-03 12:33:14,398339,P10-EXT-CND-HX308 EV02-3,agregado,BTZ_Description_36,OK
2026-05-03 12:33:14,398339,P10-EXT-CND-HX312 STRIP VEG,agregado,BTZ_Description_37,OK
2026-05-03 12:33:14,398339,P10-EXT-CND-HX319 COND EXT,agregado,BTZ_Description_38,OK
2026-05-03 12:33:14,398339,P10-EXT-CND-HX340 VENTEO,agregado,BTZ_Description_39,OK
2026-05-03 12:33:14,398339,P10-EXT-ENF-HX347 AC MIN,agregado,BTZ_Description_40,OK
2026-05-03 12:33:14,398339,P10-EXT-ENF-HX460 ENF AC STOCK,agregado,BTZ_Description_41,OK
2026-05-03 12:33:14,398339,P10-EXT-EVP-HX301 EV01,agregado,BTZ_Description_42,OK
2026-05-03 12:33:14,398339,P10-EXT-EVP-HX307 EV02,agregado,BTZ_Description_43,OK
2026-05-03 12:33:14,398339,P10-EXT-EVP-HX309 EV03,agregado,BTZ_Description_44,OK
2026-05-03 12:33:14,398339,P10-EXT-FLT-M220A AMIAD,agregado,BTZ_Description_45,OK
2026-05-03 12:33:14,398339,P10-EXT-INT-HX314 AC/MIS,agregado,BTZ_Description_46,OK
2026-05-03 12:33:14,398339,P10-EXT-INT-HX343 AC/AC MIN,agregado,BTZ_Description_47,OK
2026-05-03 12:33:14,398339,P10-EXT-INT-HX440 AC/AC,agregado,BTZ_Description_48,OK
2026-05-03 12:33:14,398339,P10-EXT-INT-V338 INT REHERV,agregado,BTZ_Description_49,OK
2026-05-03 12:33:14,398339,P10-EXT-LGC-VLV SEG DT250,agregado,BTZ_Description_50,OK
2026-05-03 12:33:14,398339,P10-EXT-PRC-HX302 PREC SOLV,agregado,BTZ_Description_51,OK
2026-05-03 12:33:14,398339,P10-EXT-RDL-DRG249,agregado,BTZ_Description_52,OK
2026-05-03 12:33:14,398339,P10-EXT-RHV-HX337 REHERVIDOR,agregado,BTZ_Description_53,OK
2026-05-03 12:33:14,398339,P10-EXT-RSC-SC201,agregado,BTZ_Description_54,OK
2026-05-03 12:33:14,398339,P10-EXT-SCD-V450 SECAD AC,agregado,BTZ_Description_55,OK
2026-05-03 12:33:14,398339,P10-EXT-SIS-DILUVIO,agregado,BTZ_Description_56,OK
2026-05-03 12:33:14,398339,P10-EXT-SIS-LUBCENTRAL,agregado,BTZ_Description_57,OK
2026-05-03 12:33:14,398339,P10-EXT-SPR-SEPGOT,agregado,BTZ_Description_58,OK
2026-05-03 12:33:14,398339,P10-EXT-STR-V311 STRIP VEG,agregado,BTZ_Description_59,OK
2026-05-03 12:33:14,398339,P10-EXT-STR-V345 STRIP MIN,agregado,BTZ_Description_60,OK
2026-05-03 12:33:14,398339,P10-EXT-TNQ-HX435 GOMAS,agregado,BTZ_Description_61,OK
2026-05-03 12:33:14,398339,P10-EXT-TNQ-TK492 LAV DESG,agregado,BTZ_Description_62,OK
2026-05-03 12:33:14,398339,P10-EXT-TNQ-V218 TK MISCELA,agregado,BTZ_Description_63,OK
2026-05-03 12:33:14,398339,P10-EXT-TNQ-V262 COND DT,agregado,BTZ_Description_64,OK
2026-05-03 12:33:14,398339,P10-EXT-TNQ-V330 TK SERVICIO,agregado,BTZ_Description_65,OK
2026-05-03 12:33:14,398339,P10-EXT-TNQ-V351 SOLV STOCK,agregado,BTZ_Description_66,OK
2026-05-03 12:33:14,398339,P10-EXT-TNQ-V351 TK ENT SOLV,agregado,BTZ_Description_67,OK
2026-05-03 12:33:14,398339,P10-EXT-TNQ-V410 TK CRUDO,agregado,BTZ_Description_68,OK
2026-05-03 12:33:14,398339,P10-EXT-TNQ-V415 HIDRAT DESG,agregado,BTZ_Description_69,OK
2026-05-03 12:33:14,398339,P10-EXT-TNQ-V420 TK HIDRAT,agregado,BTZ_Description_70,OK
2026-05-03 12:33:14,398339,P10-EXT-TNQ-V420B TK VERDE,agregado,BTZ_Description_71,OK
2026-05-03 12:33:14,398339,P10-EXT-TNQ-V475 TK FLASHEO,agregado,BTZ_Description_72,OK
2026-05-03 12:33:14,398339,P10-EXT-TNQ-V480 COND DT,agregado,BTZ_Description_73,OK
2026-05-03 12:33:14,398339,P10-EXT-TNQ-V495 MANIOBRAS,agregado,BTZ_Description_74,OK
2026-05-03 12:33:14,398339,P10-EXT-TRM-TRAMPASOLV,agregado,BTZ_Description_75,OK
2026-05-03 12:33:14,398339,P10-EXT-VLV-SOV202,agregado,BTZ_Description_76,OK
2026-05-03 12:33:14,398339,P10-EXT-VLV-V3110,agregado,BTZ_Description_77,OK
2026-05-03 12:33:14,398339,P10-EXT-VLV-VD01,agregado,BTZ_Description_78,OK
2026-05-03 12:33:14,398339,P10-EXT-VLV-VD02,agregado,BTZ_Description_79,OK
2026-05-03 12:33:14,398339,P10-EXT-VLV-VD03,agregado,BTZ_Description_80,OK
2026-05-03 12:33:14,398339,P10-EXT-VLV-VD04,sin_slot,,No hay slots BTZ libres entre 05 y 80
2026-05-03 12:33:14,398339,P10-EXT-VNT-P348,sin_slot,,No hay slots BTZ libres entre 05 y 80
﻿2026-05-03 12:37:45,385436,P10-PRL-ALM-ZRA01,agregado,BTZ_Description_05,OK
2026-05-03 12:37:45,385436,P10-PRL-ALM-ZRA02,agregado,BTZ_Description_06,OK
2026-05-03 12:37:45,385436,P10-PRL-BMB-BS01,agregado,BTZ_Description_07,OK
2026-05-03 12:37:45,385436,P10-PRL-BRL-BRL1,agregado,BTZ_Description_08,OK
2026-05-03 12:37:45,385436,P10-PRL-CNT-C02,agregado,BTZ_Description_09,OK
2026-05-03 12:37:45,385436,P10-PRL-CNT-C03,agregado,BTZ_Description_10,OK
2026-05-03 12:37:45,385436,P10-PRL-FLT-FMPRELIMP,agregado,BTZ_Description_11,OK
2026-05-03 12:37:45,385436,P10-PRL-LGC-NORIAS/CINTAS,agregado,BTZ_Description_12,OK
2026-05-03 12:37:45,385436,P10-PRL-LGC-VALVULAS VGP,agregado,BTZ_Description_13,OK
2026-05-03 12:37:45,385436,P10-PRL-LGC-ZARANDAS,agregado,BTZ_Description_14,OK
2026-05-03 12:37:45,385436,P10-PRL-MND-NML01,agregado,BTZ_Description_15,OK
2026-05-03 12:37:45,385436,P10-PRL-MND-NML02,agregado,BTZ_Description_16,OK
2026-05-03 12:37:45,385436,P10-PRL-NOR-N01,agregado,BTZ_Description_17,OK
2026-05-03 12:37:45,385436,P10-PRL-NOR-N02,agregado,BTZ_Description_18,OK
2026-05-03 12:37:45,385436,P10-PRL-RDL-R01,agregado,BTZ_Description_19,OK
2026-05-03 12:37:45,385436,P10-PRL-RDL-R02,agregado,BTZ_Description_20,OK
2026-05-03 12:37:45,385436,P10-PRL-RDL-R03,agregado,BTZ_Description_21,OK
2026-05-03 12:37:45,385436,P10-PRL-RDL-RM01,agregado,BTZ_Description_22,OK
2026-05-03 12:37:45,385436,P10-PRL-RDL-RR01,agregado,BTZ_Description_23,OK
2026-05-03 12:37:45,385436,P10-PRL-RDL-RR02,agregado,BTZ_Description_24,OK
2026-05-03 12:37:45,385436,P10-PRL-RDL-RR03,agregado,BTZ_Description_25,OK
2026-05-03 12:37:45,385436,P10-PRL-RSC-SF01,agregado,BTZ_Description_26,OK
2026-05-03 12:37:45,385436,P10-PRL-SLO-SLO1 DIARIO,agregado,BTZ_Description_27,OK
2026-05-03 12:37:45,385436,P10-PRL-SLO-SLO2 DIARIO,agregado,BTZ_Description_28,OK
2026-05-03 12:37:45,385436,P10-PRL-SLO-SLO3 LIMPIA,agregado,BTZ_Description_29,OK
2026-05-03 12:37:45,385436,P10-PRL-VLV-VG08,agregado,BTZ_Description_30,OK
2026-05-03 12:37:45,385436,P10-PRL-VLV-VG09,agregado,BTZ_Description_31,OK
2026-05-03 12:37:45,385436,P10-PRL-VLV-VGP01,agregado,BTZ_Description_32,OK
2026-05-03 12:37:45,385436,P10-PRL-VLV-VGP02,agregado,BTZ_Description_33,OK
2026-05-03 12:37:45,385436,P10-PRL-VLV-VGP03,agregado,BTZ_Description_34,OK
2026-05-03 12:37:45,385436,P10-PRL-VLV-VGP04,agregado,BTZ_Description_35,OK
2026-05-03 12:37:45,385436,P10-PRL-VLV-VR04,agregado,BTZ_Description_36,OK
2026-05-03 12:37:45,385436,P10-PRL-VLV-VR09,agregado,BTZ_Description_37,OK
2026-05-03 12:37:45,385436,P10-PRL-VNT-VE04,agregado,BTZ_Description_38,OK
2026-05-03 12:37:45,385436,P10-PRL-VNT-VE67,agregado,BTZ_Description_39,OK
2026-05-03 12:37:45,385436,P10-PRL-ZRN-ZPP01,agregado,BTZ_Description_40,OK
2026-05-03 12:37:45,385436,P10-PRL-ZRN-ZPP02,agregado,BTZ_Description_41,OK
2026-05-03 12:37:45,385436,P10-PRL-ZRN-ZPP03,agregado,BTZ_Description_42,OK
2026-05-03 12:37:45,385436,P10-PRL-ZRN-ZR01,agregado,BTZ_Description_43,OK
2026-05-03 12:37:45,385436,P10-PRL-ZRN-ZR02,agregado,BTZ_Description_44,OK
﻿2026-05-03 18:20:09,380971,P10-SRV-BMB-BO SUEZ 01,agregado,BTZ_Description_06,OK
2026-05-03 18:20:09,380971,P10-SRV-BMB-BO SUEZ 02,agregado,BTZ_Description_07,OK
2026-05-03 18:20:09,380971,P10-SRV-BMB-BO SUEZ 03,agregado,BTZ_Description_08,OK
2026-05-03 18:20:09,380971,P10-SRV-BMB-BO SUEZ 04,agregado,BTZ_Description_09,OK
2026-05-03 18:20:09,380971,P10-SRV-BMB-BO SUEZ 06,agregado,BTZ_Description_10,OK
2026-05-03 18:20:09,380971,P10-SRV-IBC-TRAT VAPOR COND,agregado,BTZ_Description_11,OK
2026-05-03 18:20:09,380971,P10-SRV-BMB-BO SUEZ 08,agregado,BTZ_Description_12,OK
2026-05-03 18:20:09,380971,P10-SRV-BMB-BO SUEZ 05,agregado,BTZ_Description_13,OK
2026-05-03 18:20:09,380971,P10-SRV-BMB-BO SUEZ 07,agregado,BTZ_Description_14,OK
﻿2026-05-03 18:21:34,176327,P10-TLL-TALLER CENTRAL,agregado,BTZ_Description_05,OK
2026-05-03 18:21:34,176327,P10-TLL-AIR-AIRE OF ADMINIST,agregado,BTZ_Description_06,OK
2026-05-03 18:21:34,176327,P10-TLL-CMP-COMP AIRE TAL-6-1,agregado,BTZ_Description_07,OK
2026-05-03 18:21:34,176327,P10-TLL-AIR-AIRE OF TECNICA,agregado,BTZ_Description_08,OK
2026-05-03 18:21:34,176327,P10-TLL-CMP-COMP TEC-14-1,agregado,BTZ_Description_09,OK
2026-05-03 18:21:34,176327,P10-TLL-CMP-COMP TEC-14-2,agregado,BTZ_Description_10,OK
2026-05-03 18:21:34,176327,P10-TLL-PAÑOL,agregado,BTZ_Description_11,OK
2026-05-03 18:21:34,176327,P10-TLL-TALLER ELCTRICO,agregado,BTZ_Description_12,OK
