element_id,unique_id,btz_numero_activo,btz_description_01,btz_description_02,btz_description_03,btz_description_04,btz_description_05,btz_description_06,btz_description_07,btz_description_08,btz_description_09,btz_description_10,btz_description_11,btz_description_12,btz_description_13,btz_description_14,btz_description_15,btz_description_16,btz_description_17,btz_description_18,btz_description_19,btz_description_20,btz_description_21,btz_description_22,btz_description_23,btz_description_24,btz_description_25,btz_description_26,btz_description_27,btz_description_28,btz_description_29,btz_description_30,estado_match,estado_confirmacion,observacion,limpiar_valores
282656,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00045020,P10-EXT-TST-DT250,P10,P10-EXT-LGC-EXTRACCION,P10-EXT-TST-DT250,P10-EXT-CND-HX303,P10-EXT-LGC-VLV,P10-EXT-VLV-PRV259,P10-EXT-VLV-PRV258,P10-EXT-VLV-PRV260,P10-EXT-MND-M250A,P10-EXT-RDC-RDT250,P10-EXT-BMB-P250,P10-EXT-TNQ-V480,P10-EXT-BMB-P490,P10-EXT-BMB-P481,P10-EXT-BMB-P482,P10-EXT-TNQ-V262,P10-EXT-TNQ-V475,P10-EXT-VLV-SOV250,P10-EXT-VLV-RV255A,P10-EXT-VLV-RV255B,P10-EXT-VLV-RV256A,P10-EXT-VLV-RV256B,P10-EXT-VLV-RV257A,P10-EXT-VLV-RV257B,P10-EXT-VLV-RV258A,P10-EXT-VLV-RV258B,P10-EXT-VLV-RV259,P10-EXT-VLV-RV260,P10-EXT-VLV-SOV252,,confirmado,confirmado_auto,match_elemento_puntual confirmado desde Project/Revit | hijo Project P10-EXT-CND-HX303 escrito en btz_description_04 | hijo Project P10-EXT-LGC-VLV escrito en btz_description_05 | hijo Project P10-EXT-VLV-PRV259 escrito en btz_description_06 | hijo Project P10-EXT-VLV-PRV258 escrito en btz_description_07 | hijo Project P10-EXT-VLV-PRV260 escrito en btz_description_08 | hijo Project P10-EXT-MND-M250A escrito en btz_description_09 | hijo Project P10-EXT-RDC-RDT250 escrito en btz_description_10 | hijo Project P10-EXT-BMB-P250 escrito en btz_description_11 | hijo Project P10-EXT-TNQ-V480 escrito en btz_description_12 | hijo Project P10-EXT-BMB-P490 escrito en btz_description_13 | hijo Project P10-EXT-BMB-P481 escrito en btz_description_14 | hijo Project P10-EXT-BMB-P482 escrito en btz_description_15 | hijo Project P10-EXT-TNQ-V262 escrito en btz_description_16 | hijo Project P10-EXT-TNQ-V475 escrito en btz_description_17 | hijo Project P10-EXT-VLV-SOV250 escrito en btz_description_18 | hijo Project P10-EXT-VLV-RV255A escrito en btz_description_19 | hijo Project P10-EXT-VLV-RV255B escrito en btz_description_20 | hijo Project P10-EXT-VLV-RV256A escrito en btz_description_21 | hijo Project P10-EXT-VLV-RV256B escrito en btz_description_22 | hijo Project P10-EXT-VLV-RV257A escrito en btz_description_23 | hijo Project P10-EXT-VLV-RV257B escrito en btz_description_24 | hijo Project P10-EXT-VLV-RV258A escrito en btz_description_25 | hijo Project P10-EXT-VLV-RV258B escrito en btz_description_26 | hijo Project P10-EXT-VLV-RV259 escrito en btz_description_27 | hijo Project P10-EXT-VLV-RV260 escrito en btz_description_28 | hijo Project P10-EXT-VLV-SOV252 escrito en btz_description_29,NO
385885,905be7f4-0c46-42ea-a443-0fdea469e6f3-0005e35d,P10-HRN-CNT-C04,P10,P10-HRN-LGC-HARINA,P10-HRN-CNT-C04,P10-HRN-VLV-VGG01,P10-HRN-VLV-VGH01,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_elemento_puntual confirmado desde Project/Revit | hijo Project P10-HRN-VLV-VGG01 escrito en btz_description_04 | hijo Project P10-HRN-VLV-VGH01 escrito en btz_description_05,NO
227678,25d0f85d-57da-4cae-8ca2-9b682363407e-0003795e,P10-HRN-LGC-MOLINOS,P10,P10-HRN-LGC-HARINA,P10-HRN-LGC-MOLINOS,P10-HRN-MLN-M01,P10-HRN-ALM-MA01,P10-HRN-RSC-MSF01,P10-HRN-MLN-M02,P10-HRN-ALM-MA02,P10-HRN-RSC-MSF02,P10-HRN-MLN-M03,P10-HRN-ALM-MA03,P10-HRN-RSC-MSF03,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_elemento_puntual confirmado desde Project/Revit | hijo Project P10-HRN-MLN-M01 escrito en btz_description_04 | hijo Project P10-HRN-ALM-MA01 escrito en btz_description_05 | hijo Project P10-HRN-RSC-MSF01 escrito en btz_description_06 | hijo Project P10-HRN-MLN-M02 escrito en btz_description_07 | hijo Project P10-HRN-ALM-MA02 escrito en btz_description_08 | hijo Project P10-HRN-RSC-MSF02 escrito en btz_description_09 | hijo Project P10-HRN-MLN-M03 escrito en btz_description_10 | hijo Project P10-HRN-ALM-MA03 escrito en btz_description_11 | hijo Project P10-HRN-RSC-MSF03 escrito en btz_description_12,NO
380586,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ceaa,P10-HRN-LGC-NORIAS,P10,P10-HRN-LGC-HARINA,P10-HRN-LGC-NORIAS,P10-HRN-NOR-N03,P10-HRN-NOR-N04,P10-HRN-NOR-N05,P10-HRN-MNL-NML05,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_elemento_puntual confirmado desde Project/Revit | hijo Project P10-HRN-NOR-N03 escrito en btz_description_04 | hijo Project P10-HRN-NOR-N04 escrito en btz_description_05 | hijo Project P10-HRN-NOR-N05 escrito en btz_description_06 | hijo Project P10-HRN-MNL-NML05 escrito en btz_description_07,NO
358462,1dd21141-8de6-4d43-b824-f67da67065de-0005783e,P10-HRN-SRT-SR01,P10,P10-HRN-LGC-HARINA,P10-HRN-LGC-SEC. ROTATIVOS,P10-HRN-SRT-SR01,P10-HRN-RSC-SF04,P10-HRN-VLV-VALV,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_elemento_puntual confirmado desde Project/Revit | hijo Project P10-HRN-RSC-SF04 escrito en btz_description_05 | hijo Project P10-HRN-VLV-VALV escrito en btz_description_06,NO
358495,1dd21141-8de6-4d43-b824-f67da67065de-0005785f,P10-HRN-SRT-SR02,P10,P10-HRN-LGC-HARINA,P10-HRN-LGC-SEC. ROTATIVOS,P10-HRN-SRT-SR02,P10-HRN-RSC-SF05,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_elemento_puntual confirmado desde Project/Revit | hijo Project P10-HRN-RSC-SF05 escrito en btz_description_05,NO
380547,ddbef6d8-5146-4ece-9a6f-82caaca14519-0005ce83,P10-HRN-LGC-TAMIZADORES,P10,P10-HRN-LGC-HARINA,P10-HRN-LGC-TAMIZADORES,P10-HRN-BTD-BA01,P10-HRN-RSC-SFBA01,P10-HRN-RSC-BAA01,P10-HRN-BTD-BA02,P10-HRN-RSC-SFBA02,P10-HRN-RSC-BAA02,P10-HRN-BTD-BA03,P10-HRN-RSC-SFBA03,P10-HRN-RSC-BAA03,P10-HRN-BTD-BA04,P10-HRN-RSC-SFBA04,P10-HRN-RSC-BAA04,P10-HRN-BTD-BA05,P10-HRN-RSC-SFBA05,P10-HRN-RSC-BAA05,,,,,,,,,,,,,confirmado,confirmado_auto,match_elemento_puntual confirmado desde Project/Revit | hijo Project P10-HRN-BTD-BA01 escrito en btz_description_04 | hijo Project P10-HRN-RSC-SFBA01 escrito en btz_description_05 | hijo Project P10-HRN-RSC-BAA01 escrito en btz_description_06 | hijo Project P10-HRN-BTD-BA02 escrito en btz_description_07 | hijo Project P10-HRN-RSC-SFBA02 escrito en btz_description_08 | hijo Project P10-HRN-RSC-BAA02 escrito en btz_description_09 | hijo Project P10-HRN-BTD-BA03 escrito en btz_description_10 | hijo Project P10-HRN-RSC-SFBA03 escrito en btz_description_11 | hijo Project P10-HRN-RSC-BAA03 escrito en btz_description_12 | hijo Project P10-HRN-BTD-BA04 escrito en btz_description_13 | hijo Project P10-HRN-RSC-SFBA04 escrito en btz_description_14 | hijo Project P10-HRN-RSC-BAA04 escrito en btz_description_15 | hijo Project P10-HRN-BTD-BA05 escrito en btz_description_16 | hijo Project P10-HRN-RSC-SFBA05 escrito en btz_description_17 | hijo Project P10-HRN-RSC-BAA05 escrito en btz_description_18,NO
367888,460ebebf-e4ee-449a-900c-ab33de4c697f-00059d10,P10-HRN-ENF-EG01,P10,P10-HRN-LGC-HARINA,P10-HRN-ENF-EG01,P10-HRN-RSC-EGSF01,P10-HRN-RSC-EGSF02,P10-HRN-RSC-EGSF03,P10-HRN-RSC-EGSF04,P10-HRN-VNT-VE27,P10-HRN-CCL-CVE27,P10-HRN-VLV-VR20,P10-HRN-VNT-VE28,P10-HRN-CCL-CVE28,P10-HRN-VLV-VR21,P10-HRN-VNT-VE29,P10-HRN-CCL-CVE29,P10-HRN-VLV-VR22,P10-HRN-VNT-VE30,P10-HRN-CCL-CVE30,P10-HRN-VLV-VR23,P10-HRN-VNT-VE31,P10-HRN-CCL-CVE31,P10-HRN-VLV-VR24,P10-HRN-VNT-VE32,P10-HRN-CCL-CVE32,P10-HRN-VLV-VR25,P10-HRN-VNT-VE33,P10-HRN-CCL-CVE33,P10-HRN-VLV-VR26,P10-HRN-VNT-VE34,P10-HRN-CCL-CVE34,confirmado,confirmado_auto,match_elemento_puntual confirmado desde Project/Revit | hijo Project P10-HRN-RSC-EGSF01 escrito en btz_description_04 | hijo Project P10-HRN-RSC-EGSF02 escrito en btz_description_05 | hijo Project P10-HRN-RSC-EGSF03 escrito en btz_description_06 | hijo Project P10-HRN-RSC-EGSF04 escrito en btz_description_07 | hijo Project P10-HRN-VNT-VE27 escrito en btz_description_08 | hijo Project P10-HRN-CCL-CVE27 escrito en btz_description_09 | hijo Project P10-HRN-VLV-VR20 escrito en btz_description_10 | hijo Project P10-HRN-VNT-VE28 escrito en btz_description_11 | hijo Project P10-HRN-CCL-CVE28 escrito en btz_description_12 | hijo Project P10-HRN-VLV-VR21 escrito en btz_description_13 | hijo Project P10-HRN-VNT-VE29 escrito en btz_description_14 | hijo Project P10-HRN-CCL-CVE29 escrito en btz_description_15 | hijo Project P10-HRN-VLV-VR22 escrito en btz_description_16 | hijo Project P10-HRN-VNT-VE30 escrito en btz_description_17 | hijo Project P10-HRN-CCL-CVE30 escrito en btz_description_18 | hijo Project P10-HRN-VLV-VR23 escrito en btz_description_19 | hijo Project P10-HRN-VNT-VE31 escrito en btz_description_20 | hijo Project P10-HRN-CCL-CVE31 escrito en btz_description_21 | hijo Project P10-HRN-VLV-VR24 escrito en btz_description_22 | hijo Project P10-HRN-VNT-VE32 escrito en btz_description_23 | hijo Project P10-HRN-CCL-CVE32 escrito en btz_description_24 | hijo Project P10-HRN-VLV-VR25 escrito en btz_description_25 | hijo Project P10-HRN-VNT-VE33 escrito en btz_description_26 | hijo Project P10-HRN-CCL-CVE33 escrito en btz_description_27 | hijo Project P10-HRN-VLV-VR26 escrito en btz_description_28 | hijo Project P10-HRN-VNT-VE34 escrito en btz_description_29 | hijo Project P10-HRN-CCL-CVE34 escrito en btz_description_30 | hijo Project P10-HRN-VLV-VR27 asociado solo por CSV externo | hijo Project P10-HRN-VNT-VE39 asociado solo por CSV externo | hijo Project P10-HRN-ART-ARTVE39 asociado solo por CSV externo | hijo Project P10-HRN-VNT-VE40 asociado solo por CSV externo | hijo Project P10-HRN-ART-ARTVE40 asociado solo por CSV externo | hijo Project P10-HRN-VNT-VE41 asociado solo por CSV externo | hijo Project P10-HRN-ART-ARTVE41 asociado solo por CSV externo | hijo Project P10-HRN-VNT-VE42 asociado solo por CSV externo | hijo Project P10-HRN-ART-ARTVE42 asociado solo por CSV externo | hijo Project P10-HRN-VNT-VE43 asociado solo por CSV externo | hijo Project P10-HRN-ART-ARTVE43 asociado solo por CSV externo | hijo Project P10-HRN-VNT-VE44 asociado solo por CSV externo | hijo Project P10-HRN-ART-ARTVE44 asociado solo por CSV externo | hijo Project P10-HRN-VNT-VE45 asociado solo por CSV externo | hijo Project P10-HRN-ART-ARTVE45 asociado solo por CSV externo | hijo Project P10-HRN-VNT-VE46 asociado solo por CSV externo | hijo Project P10-HRN-ART-ARTVE46 asociado solo por CSV externo | hijo Project P10-HRN-VNT-VE47 asociado solo por CSV externo | hijo Project P10-HRN-ART-ARTVE47 asociado solo por CSV externo | hijo Project P10-HRN-VNT-VE48 asociado solo por CSV externo | hijo Project P10-HRN-ART-ARTVE48 asociado solo por CSV externo | hijo Project P10-HRN-VNT-VE49 asociado solo por CSV externo | hijo Project P10-HRN-ART-ARTVE49 asociado solo por CSV externo | hijo Project P10-HRN-VNT-VE50 asociado solo por CSV externo | hijo Project P10-HRN-ART-ARTVE50 asociado solo por CSV externo | hijo Project P10-HRN-VNT-VE51 asociado solo por CSV externo | hijo Project P10-HRN-ART-ARTVE51 asociado solo por CSV externo | hijo Project P10-HRN-VNT-VE52 asociado solo por CSV externo | hijo Project P10-HRN-ART-ARTVE52 asociado solo por CSV externo | hijo Project P10-HRN-VNT-VE53 asociado solo por CSV externo | hijo Project P10-HRN-ART-ARTVE53 asociado solo por CSV externo | hijo Project P10-HRN-VNT-VE54 asociado solo por CSV externo | hijo Project P10-HRN-ART-ARTVE54 asociado solo por CSV externo | hijo Project P10-HRN-VNT-VE55 asociado solo por CSV externo | hijo Project P10-HRN-ART-ARTVE55 asociado solo por CSV externo | hijo Project P10-HRN-VNT-VE56 asociado solo por CSV externo | hijo Project P10-HRN-ART-ARTVE56 asociado solo por CSV externo | hijo Project P10-HRN-VNT-VE57 asociado solo por CSV externo | hijo Project P10-HRN-ART-ARTVE57 asociado solo por CSV externo | hijo Project P10-HRN-VNT-VE58 asociado solo por CSV externo | hijo Project P10-HRN-ART-ARTVE58 asociado solo por CSV externo | hijo Project P10-HRN-VNT-VE59 asociado solo por CSV externo | hijo Project P10-HRN-ART-ARTVE59 asociado solo por CSV externo | hijo Project P10-HRN-VNT-VE60 asociado solo por CSV externo | hijo Project P10-HRN-ART-ARTVE60 asociado solo por CSV externo | hijo Project P10-HRN-VNT-VE61 asociado solo por CSV externo | hijo Project P10-HRN-ART-ARTVE61 asociado solo por CSV externo | hijo Project P10-HRN-VNT-VE62 asociado solo por CSV externo | hijo Project P10-HRN-ART-ARTVE62 asociado solo por CSV externo | hijo Project P10-HRN-VNT-VE63 asociado solo por CSV externo | hijo Project P10-HRN-ART-ARTVE63 asociado solo por CSV externo,NO
281487,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044b8f,P10-HRN-ENF-EG02,P10,P10-HRN-LGC-HARINA,P10-HRN-ENF-EG02,P10-HRN-RSC-EGSF05,P10-HRN-RSC-EGSF06,P10-HRN-RSC-EGSF07,P10-HRN-VNT-VE35,P10-HRN-CCL-CVE35,P10-HRN-VLV-VR28,P10-HRN-VNT-VE36,P10-HRN-CCL-CVE36,P10-HRN-VLV-VR29,P10-HRN-VNT-VE37,P10-HRN-CCL-CVE37,P10-HRN-VLV-VR30,P10-HRN-VNT-VE38,P10-HRN-CCL-CVE38,P10-HRN-VLV-VR31,,,,,,,,,,,,,confirmado,confirmado_auto,match_elemento_puntual confirmado desde Project/Revit | hijo Project P10-HRN-RSC-EGSF05 escrito en btz_description_04 | hijo Project P10-HRN-RSC-EGSF06 escrito en btz_description_05 | hijo Project P10-HRN-RSC-EGSF07 escrito en btz_description_06 | hijo Project P10-HRN-VNT-VE35 escrito en btz_description_07 | hijo Project P10-HRN-CCL-CVE35 escrito en btz_description_08 | hijo Project P10-HRN-VLV-VR28 escrito en btz_description_09 | hijo Project P10-HRN-VNT-VE36 escrito en btz_description_10 | hijo Project P10-HRN-CCL-CVE36 escrito en btz_description_11 | hijo Project P10-HRN-VLV-VR29 escrito en btz_description_12 | hijo Project P10-HRN-VNT-VE37 escrito en btz_description_13 | hijo Project P10-HRN-CCL-CVE37 escrito en btz_description_14 | hijo Project P10-HRN-VLV-VR30 escrito en btz_description_15 | hijo Project P10-HRN-VNT-VE38 escrito en btz_description_16 | hijo Project P10-HRN-CCL-CVE38 escrito en btz_description_17 | hijo Project P10-HRN-VLV-VR31 escrito en btz_description_18,NO
369188,460ebebf-e4ee-449a-900c-ab33de4c697f-0005a224,P10-PRP-LGC-BEAN,P10,P10-PRP-LGC-PREPARACION,P10-PRP-LGC-BEAN HEATER,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirmado,confirmado_auto,match_elemento_puntual confirmado desde Project/Revit,NO
281220,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044a84,P10-PRP-LGC-EXPANDIDO,P10,P10-PRP-LGC-PREPARACION,P10-PRP-LGC-EXPANDIDO,P10-PRP-ENF-EE01,P10-PRP-VLV-VREE1,P10-PRP-VNT-VE21,P10-PRP-VNT-VE22,P10-PRP-VNT-VE23,P10-PRP-VNT-VE24,P10-PRP-VNT-VE25,P10-PRP-VNT-VE26,P10-PRP-VNT-VTEE01,P10-PRP-ENF-EE02,P10-PRP-VLV-VREE2,P10-PRP-VNT-VE15,P10-PRP-VNT-VE16,P10-PRP-VNT-VE17,P10-PRP-VNT-VE18,P10-PRP-VNT-VE19,P10-PRP-VNT-VE20,P10-PRP-VNT-VTEE02,P10-PRP-EXP-E01,P10-PRP-ALM-AE01,P10-PRP-BMB-EBLI01,P10-PRP-BMB-EBLE01,P10-PRP-VNT-VRA01,P10-PRP-EXP-E02,P10-PRP-ALM-AE02,P10-PRP-BMB-EBLI02,P10-PRP-BMB-EBLE02,confirmado,confirmado_auto,match_elemento_puntual confirmado desde Project/Revit | hijo Project P10-PRP-ENF-EE01 escrito en btz_description_04 | hijo Project P10-PRP-VLV-VREE1 escrito en btz_description_05 | hijo Project P10-PRP-VNT-VE21 escrito en btz_description_06 | hijo Project P10-PRP-VNT-VE22 escrito en btz_description_07 | hijo Project P10-PRP-VNT-VE23 escrito en btz_description_08 | hijo Project P10-PRP-VNT-VE24 escrito en btz_description_09 | hijo Project P10-PRP-VNT-VE25 escrito en btz_description_10 | hijo Project P10-PRP-VNT-VE26 escrito en btz_description_11 | hijo Project P10-PRP-VNT-VTEE01 escrito en btz_description_12 | hijo Project P10-PRP-ENF-EE02 escrito en btz_description_13 | hijo Project P10-PRP-VLV-VREE2 escrito en btz_description_14 | hijo Project P10-PRP-VNT-VE15 escrito en btz_description_15 | hijo Project P10-PRP-VNT-VE16 escrito en btz_description_16 | hijo Project P10-PRP-VNT-VE17 escrito en btz_description_17 | hijo Project P10-PRP-VNT-VE18 escrito en btz_description_18 | hijo Project P10-PRP-VNT-VE19 escrito en btz_description_19 | hijo Project P10-PRP-VNT-VE20 escrito en btz_description_20 | hijo Project P10-PRP-VNT-VTEE02 escrito en btz_description_21 | hijo Project P10-PRP-EXP-E01 escrito en btz_description_22 | hijo Project P10-PRP-ALM-AE01 escrito en btz_description_23 | hijo Project P10-PRP-BMB-EBLI01 escrito en btz_description_24 | hijo Project P10-PRP-BMB-EBLE01 escrito en btz_description_25 | hijo Project P10-PRP-VNT-VRA01 escrito en btz_description_26 | hijo Project P10-PRP-EXP-E02 escrito en btz_description_27 | hijo Project P10-PRP-ALM-AE02 escrito en btz_description_28 | hijo Project P10-PRP-BMB-EBLI02 escrito en btz_description_29 | hijo Project P10-PRP-BMB-EBLE02 escrito en btz_description_30 | hijo Project P10-PRP-VNT-VRA02 asociado solo por CSV externo | hijo Project P10-PRP-EXP-E03 asociado solo por CSV externo | hijo Project P10-PRP-ALM-AE03 asociado solo por CSV externo | hijo Project P10-PRP-BMB-EBLI03 asociado solo por CSV externo | hijo Project P10-PRP-BMB-EBLE03 asociado solo por CSV externo | hijo Project P10-PRP-VNT-VRA03 asociado solo por CSV externo | hijo Project P10-PRP-EXP-E04 asociado solo por CSV externo | hijo Project P10-PRP-ALM-AE04 asociado solo por CSV externo | hijo Project P10-PRP-BMB-EBLI04 asociado solo por CSV externo | hijo Project P10-PRP-BMB-EBLE04 asociado solo por CSV externo | hijo Project P10-PRP-VNT-VRA04 asociado solo por CSV externo | hijo Project P10-PRP-EXP-E05 asociado solo por CSV externo | hijo Project P10-PRP-ALM-AE05 asociado solo por CSV externo | hijo Project P10-PRP-BMB-EBLI05 asociado solo por CSV externo | hijo Project P10-PRP-BMB-EBLE05 asociado solo por CSV externo | hijo Project P10-PRP-VNT-VRA05 asociado solo por CSV externo | hijo Project P10-PRP-EXP-E06 asociado solo por CSV externo | hijo Project P10-PRP-ALM-AE06 asociado solo por CSV externo | hijo Project P10-PRP-BMB-EBLI06 asociado solo por CSV externo | hijo Project P10-PRP-BMB-EBLE06 asociado solo por CSV externo | hijo Project P10-PRP-VNT-VRA06 asociado solo por CSV externo | hijo Project P10-PRP-RSC-SF10 asociado solo por CSV externo,NO
281343,a027b4da-4e9c-44ad-b607-5fb48d4c7061-00044aff,P10-PRP-LGC-LAMINADORES,P10,P10-PRP-LGC-PREPARACION,P10-PRP-LGC-LAMINADORES,P10-PRP-CHD-LCH01,P10-PRP-CHD-LCH02,P10-PRP-CHD-LCH03,P10-PRP-CHD-LCH04,P10-PRP-LMN-LF01,P10-PRP-ALM-ALF01,P10-PRP-CHD-LFBH01,P10-PRP-LMN-L01,P10-PRP-ALM-AL01,P10-PRP-LMN-L02,P10-PRP-ALM-AL02,P10-PRP-LMN-L03,P10-PRP-ALM-AL03,P10-PRP-LMN-L04,P10-PRP-ALM-AL04,P10-PRP-LMN-L05,P10-PRP-ALM-AL05,P10-PRP-LMN-L06,P10-PRP-ALM-AL06,P10-PRP-LMN-L07,P10-PRP-ALM-AL07,P10-PRP-LMN-L08,P10-PRP-ALM-AL08,P10-PRP-LMN-L09,P10-PRP-ALM-AL09,P10-PRP-LMN-L10,P10-PRP-ALM-AL10,confirmado,confirmado_auto,match_elemento_puntual confirmado desde Project/Revit | hijo Project P10-PRP-CHD-LCH01 escrito en btz_description_04 | hijo Project P10-PRP-CHD-LCH02 escrito en btz_description_05 | hijo Project P10-PRP-CHD-LCH03 escrito en btz_description_06 | hijo Project P10-PRP-CHD-LCH04 escrito en btz_description_07 | hijo Project P10-PRP-LMN-LF01 escrito en btz_description_08 | hijo Project P10-PRP-ALM-ALF01 escrito en btz_description_09 | hijo Project P10-PRP-CHD-LFBH01 escrito en btz_description_10 | hijo Project P10-PRP-LMN-L01 escrito en btz_description_11 | hijo Project P10-PRP-ALM-AL01 escrito en btz_description_12 | hijo Project P10-PRP-LMN-L02 escrito en btz_description_13 | hijo Project P10-PRP-ALM-AL02 escrito en btz_description_14 | hijo Project P10-PRP-LMN-L03 escrito en btz_description_15 | hijo Project P10-PRP-ALM-AL03 escrito en btz_description_16 | hijo Project P10-PRP-LMN-L04 escrito en btz_description_17 | hijo Project P10-PRP-ALM-AL04 escrito en btz_description_18 | hijo Project P10-PRP-LMN-L05 escrito en btz_description_19 | hijo Project P10-PRP-ALM-AL05 escrito en btz_description_20 | hijo Project P10-PRP-LMN-L06 escrito en btz_description_21 | hijo Project P10-PRP-ALM-AL06 escrito en btz_description_22 | hijo Project P10-PRP-LMN-L07 escrito en btz_description_23 | hijo Project P10-PRP-ALM-AL07 escrito en btz_description_24 | hijo Project P10-PRP-LMN-L08 escrito en btz_description_25 | hijo Project P10-PRP-ALM-AL08 escrito en btz_description_26 | hijo Project P10-PRP-LMN-L09 escrito en btz_description_27 | hijo Project P10-PRP-ALM-AL09 escrito en btz_description_28 | hijo Project P10-PRP-LMN-L10 escrito en btz_description_29 | hijo Project P10-PRP-ALM-AL10 escrito en btz_description_30 | hijo Project P10-PRP-LMN-L11 asociado solo por CSV externo | hijo Project P10-PRP-ALM-AL11 asociado solo por CSV externo | hijo Project P10-PRP-LMN-L12 asociado solo por CSV externo | hijo Project P10-PRP-ALM-AL12 asociado solo por CSV externo | hijo Project P10-PRP-LMN-L13 asociado solo por CSV externo | hijo Project P10-PRP-ALM-AL13 asociado solo por CSV externo | hijo Project P10-PRP-LMN-L14 asociado solo por CSV externo | hijo Project P10-PRP-ALM-AL14 asociado solo por CSV externo | hijo Project P10-PRP-LMN-L15 asociado solo por CSV externo | hijo Project P10-PRP-ALM-AL15 asociado solo por CSV externo | hijo Project P10-PRP-LMN-L16 asociado solo por CSV externo | hijo Project P10-PRP-ALM-AL16 asociado solo por CSV externo | hijo Project P10-PRP-LMN-L17 asociado solo por CSV externo | hijo Project P10-PRP-ALM-AL17 asociado solo por CSV externo | hijo Project P10-PRP-LMN-L18 asociado solo por CSV externo | hijo Project P10-PRP-ALM-AL18 asociado solo por CSV externo | hijo Project P10-PRP-LMN-L19 asociado solo por CSV externo | hijo Project P10-PRP-ALM-AL19 asociado solo por CSV externo | hijo Project P10-PRP-LMN-L20 asociado solo por CSV externo | hijo Project P10-PRP-ALM-AL20 asociado solo por CSV externo | hijo Project P10-PRP-LMN-L21 asociado solo por CSV externo | hijo Project P10-PRP-ALM-AL21 asociado solo por CSV externo | hijo Project P10-PRP-LMN-L22 asociado solo por CSV externo | hijo Project P10-PRP-ALM-AL22 asociado solo por CSV externo | hijo Project P10-PRP-RCT-REC01 asociado solo por CSV externo | hijo Project P10-PRP-RCT-REC02 asociado solo por CSV externo | hijo Project P10-PRP-VNT-VE10 asociado solo por CSV externo | hijo Project P10-PRP-CCL-CVE10 asociado solo por CSV externo | hijo Project P10-PRP-RSC-SF12 asociado solo por CSV externo | hijo Project P10-PRP-VLV-VR10 asociado solo por CSV externo | hijo Project P10-PRP-VNT-VE11 asociado solo por CSV externo | hijo Project P10-PRP-CCL-CVE11 asociado solo por CSV externo | hijo Project P10-PRP-RSC-SF13 asociado solo por CSV externo | hijo Project P10-PRP-VLV-VR11 asociado solo por CSV externo,NO
